municipio_distrito;fecha_informe;casos_confirmados_P60mas_ultimos_14dias;tasa_incidencia_acumulada_P60mas_ultimos_14dias;codigo_geometria
Rozas de Puerto Real;2023/02/21 11:26:00;;497,51;1283
Valdemanco;2023/02/21 11:26:00;;387,6;1586
Brunete;2023/02/21 11:26:00;;0;262
Titulcia;2023/02/21 11:26:00;;331,13;1473
Villa del Prado;2023/02/21 11:26:00;;0;1718
Lozoyuela-Navas-Sieteiglesias;2023/02/21 11:26:00;;0;9015
Quijorna;2023/02/21 11:26:00;;0;1198
Valdemoro;2023/02/21 11:26:00;18;163,93;1610
Tres Cantos;2023/02/21 11:26:00;18;179,03;9036
Torrelaguna;2023/02/21 11:26:00;;369;1512
Rivas-Vaciamadrid;2023/02/21 11:26:00;10;72,82;1230
El Atazar;2023/02/21 11:26:00;;0;164
Pedrezuela;2023/02/21 11:26:00;;0;1087
Santa María de la Alameda;2023/02/21 11:26:00;;256,41;1356
Horcajuelo de la Sierra;2023/02/21 11:26:00;;0;719
Arroyomolinos;2023/02/21 11:26:00;8;248,91;151
Moralzarzal;2023/02/21 11:26:00;;79,52;908
Canencia;2023/02/21 11:26:00;;0;344
Villarejo de Salvanés;2023/02/21 11:26:00;;57,6;1809
Serranillos del Valle;2023/02/21 11:26:00;;0;1408
Villaviciosa de Odón;2023/02/21 11:26:00;;27,13;1816
Camarma de Esteruelas;2023/02/21 11:26:00;;80,97;323
Robledo de Chavela;2023/02/21 11:26:00;;85,25;1258
Patones;2023/02/21 11:26:00;;2673,8;1071
Navalagamella;2023/02/21 11:26:00;;0;954
Rascafría;2023/02/21 11:26:00;;0;1202
El Boalo;2023/02/21 11:26:00;;143,37;231
Majadahonda;2023/02/21 11:26:00;12;73,62;800
Batres;2023/02/21 11:26:00;;0;170
Alcobendas;2023/02/21 11:26:00;20;77,65;66
Alcalá de Henares;2023/02/21 11:26:00;106;219,04;53
Colmenar Viejo;2023/02/21 11:26:00;8;79,7;455
San Fernando de Henares;2023/02/21 11:26:00;11;123,6;1300
Villalbilla;2023/02/21 11:26:00;;223,81;1723
El Escorial;2023/02/21 11:26:00;;94,74;549
Colmenar del Arroyo;2023/02/21 11:26:00;;0;421
Torrejón de Ardoz;2023/02/21 11:26:00;16;58,95;1489
Piñuécar-Gandullas;2023/02/21 11:26:00;;0;1147
Brea de Tajo;2023/02/21 11:26:00;;0;259
El Molar;2023/02/21 11:26:00;;126,98;869
Belmonte de Tajo;2023/02/21 11:26:00;;236,97;199
Torres de la Alameda;2023/02/21 11:26:00;;192,55;1548
Somosierra;2023/02/21 11:26:00;;0;1436
Alpedrete;2023/02/21 11:26:00;;69,2;105
Orusco de Tajuña;2023/02/21 11:26:00;;289,86;1028
La Hiruela;2023/02/21 11:26:00;;0;698
Cervera de Buitrago;2023/02/21 11:26:00;;0;395
Getafe;2023/02/21 11:26:00;56;124,87;650
Ribatejada;2023/02/21 11:26:00;;0;1224
Villaconejos;2023/02/21 11:26:00;;0;1701
Valdetorres de Jarama;2023/02/21 11:26:00;;0;1646
Pozuelo de Alarcón;2023/02/21 11:26:00;13;62,27;1150
Madrid-Retiro;2023/02/14 11:36:00;17;43,47;79603
Madrid-Salamanca;2023/02/14 11:36:00;20;45,26;79604
Madrid-Centro;2023/02/14 11:36:00;10;33,38;79601
Madrid-Arganzuela;2023/02/14 11:36:00;25;60,7;79602
Madrid-Chamartín;2023/02/14 11:36:00;21;48,45;79605
Madrid-Tetuán;2023/02/14 11:36:00;30;75,32;79606
Madrid-Chamberí;2023/02/14 11:36:00;22;52,04;79607
Madrid-Fuencarral-El Pardo;2023/02/14 11:36:00;39;59,24;79608
Madrid-Moncloa-Aravaca;2023/02/14 11:36:00;22;64,6;79609
Madrid-Latina;2023/02/14 11:36:00;43;59,57;79610
Madrid-Carabanchel;2023/02/14 11:36:00;56;90,06;79611
Madrid-Usera;2023/02/14 11:36:00;21;67,14;79612
Madrid-Puente de Vallecas;2023/02/14 11:36:00;54;94,4;79613
Madrid-San Blas - Canillejas;2023/02/14 11:36:00;18;47,51;79620
Madrid-Barajas;2023/02/14 11:36:00;11;95,13;79621
Madrid-Moratalaz;2023/02/14 11:36:00;34;110,08;79614
Madrid-Ciudad Lineal;2023/02/14 11:36:00;44;69,46;79615
Madrid-Hortaleza;2023/02/14 11:36:00;42;90,06;79616
Madrid-Villaverde;2023/02/14 11:36:00;18;52,86;79617
Madrid-Villa de Vallecas;2023/02/14 11:36:00;10;49,8;79618
Madrid-Vicálvaro;2023/02/14 11:36:00;9;62,23;79619
Alcorcón;2023/02/14 11:36:00;48;103,25;72
Navalcarnero;2023/02/14 11:36:00;;39,75;967
San Agustín del Guadalix;2023/02/14 11:36:00;;145,21;1296
Las Rozas de Madrid;2023/02/14 11:36:00;10;53,36;1277
Moraleja de Enmedio;2023/02/14 11:36:00;;0;894
Valdaracete;2023/02/14 11:36:00;;546,45;1551
Pozuelo del Rey;2023/02/14 11:36:00;;0;1163
Puebla de la Sierra;2023/02/14 11:36:00;;0;1185
Perales de Tajuña;2023/02/14 11:36:00;;145,56;1104
Valdemorillo;2023/02/14 11:36:00;;153,08;1603
Navalafuente;2023/02/14 11:36:00;;367,65;941
Velilla de San Antonio;2023/02/14 11:36:00;;0;1678
Villanueva de la Cañada;2023/02/14 11:36:00;6;157,11;1760
Villanueva del Pardillo;2023/02/14 11:36:00;;231,7;1776
Nuevo Baztán;2023/02/14 11:36:00;;0;1006
Villamantilla;2023/02/14 11:36:00;;0;1757
Villamanta;2023/02/14 11:36:00;;0;1744
Cabanillas de la Sierra;2023/02/14 11:36:00;;0;297
Cenicientos;2023/02/14 11:36:00;;291,12;376
Puentes Viejas;2023/02/14 11:36:00;;0;9020
Aranjuez;2023/02/14 11:36:00;8;59,02;133
Cercedilla;2023/02/14 11:36:00;;0;382
Santorcaz;2023/02/14 11:36:00;;438,6;1369
Coslada;2023/02/14 11:36:00;20;85,79;493
Morata de Tajuña;2023/02/14 11:36:00;;0;915
Robregordo;2023/02/14 11:36:00;;0;1261
Navarredonda y San Mamés;2023/02/14 11:36:00;;0;973
Venturada;2023/02/14 11:36:00;;0;1697
Navacerrada;2023/02/14 11:36:00;;0;936
Montejo de la Sierra;2023/02/14 11:36:00;;0;881
Fresno de Torote;2023/02/14 11:36:00;;0;571
Pinilla del Valle;2023/02/14 11:36:00;;0;1126
Valdemaqueda;2023/02/14 11:36:00;;420,17;1599
Navas del Rey;2023/02/14 11:36:00;;135,87;992
Olmeda de las Fuentes;2023/02/14 11:36:00;;0;1013
Bustarviejo;2023/02/14 11:36:00;;0;284
Becerril de la Sierra;2023/02/14 11:36:00;;0;186
Fuenlabrada;2023/02/14 11:36:00;36;82,78;587
Garganta de los Montes;2023/02/14 11:36:00;;0;626
Pinto;2023/02/14 11:36:00;9;95,36;1132
Alameda del Valle;2023/02/14 11:36:00;;0;35
Berzosa del Lozoya;2023/02/14 11:36:00;;0;203
Los Santos de la Humosa;2023/02/14 11:36:00;;0;1375
El Álamo;2023/02/14 11:36:00;;88,53;40
Pelayos de la Presa;2023/02/14 11:36:00;;0;1090
Galapagar;2023/02/14 11:36:00;;0;611
Griñón;2023/02/14 11:36:00;;90,74;663
Gargantilla del Lozoya y Pinilla de Buitrago;2023/02/14 11:36:00;;980,39;632
Aldea del Fresno;2023/02/14 11:36:00;;0;88
Carabaña;2023/02/14 11:36:00;;0;357
Talamanca de Jarama;2023/02/14 11:36:00;;0;1454
Chapinería;2023/02/14 11:36:00;;0;513
Ciempozuelos;2023/02/14 11:36:00;9;181,01;409
Ajalvir;2023/02/14 11:36:00;;0;29
San Lorenzo de El Escorial;2023/02/14 11:36:00;;66,77;1317
Gascones;2023/02/14 11:36:00;;0;647
San Martín de la Vega;2023/02/14 11:36:00;;0;1322
Móstoles;2023/02/14 11:36:00;57;98,71;920
Leganés;2023/02/14 11:36:00;54;103,56;745
Braojos;2023/02/14 11:36:00;;0;246
Cubas de la Sagra;2023/02/14 11:36:00;;0;506
Algete;2023/02/14 11:36:00;;96,85;91
Mejorada del Campo;2023/02/14 11:36:00;;21,5;843
Loeches;2023/02/14 11:36:00;;170,94;758
Parla;2023/02/14 11:36:00;6;26,45;1065
Fuentidueña de Tajo;2023/02/14 11:36:00;;0;604
Ambite;2023/02/14 11:36:00;;0;112
Torremocha de Jarama;2023/02/14 11:36:00;;282,49;1533
Anchuelo;2023/02/14 11:36:00;;0;127
Los Molinos;2023/02/14 11:36:00;;81,9;875
Soto del Real;2023/02/14 11:36:00;;0;1441
Valverde de Alcalá;2023/02/14 11:36:00;;0;1662
Fuente el Saz de Jarama;2023/02/14 11:36:00;;71,58;590
Horcajo de la Sierra-Aoslos;2023/02/14 11:36:00;;0;702
Valdeolmos-Alalpardo;2023/02/14 11:36:00;;151,52;1625
Campo Real;2023/02/14 11:36:00;;0;339
Valdeavero;2023/02/14 11:36:00;;321,54;1564
Villamanrique de Tajo;2023/02/14 11:36:00;;0;1739
Cobeña;2023/02/14 11:36:00;;94,25;416
Fresnedillas de la Oliva;2023/02/14 11:36:00;;304,88;565
Valdilecha;2023/02/14 11:36:00;;327,33;1659
El Berrueco;2023/02/14 11:36:00;;0;210
Pezuela de las Torres;2023/02/14 11:36:00;;392,16;1111
Villar del Olmo;2023/02/14 11:36:00;;222,72;1795
Guadarrama;2023/02/14 11:36:00;;130,17;685
San Martín de Valdeiglesias;2023/02/14 11:36:00;8;355,56;1338
Torrelodones;2023/02/14 11:36:00;;20,72;1527
Boadilla del Monte;2023/02/14 11:36:00;;43,88;225
Torrejón de Velasco;2023/02/14 11:36:00;;0;1505
Villanueva de Perales;2023/02/14 11:36:00;;357,14;1782
Tielmes;2023/02/14 11:36:00;;0;1467
San Sebastián de los Reyes;2023/02/14 11:36:00;33;179,84;1343
Guadalix de la Sierra;2023/02/14 11:36:00;;0;679
Humanes de Madrid;2023/02/14 11:36:00;;70,87;730
Chinchón;2023/02/14 11:36:00;;0;528
Cadalso de los Vidrios;2023/02/14 11:36:00;;223,71;318
Hoyo de Manzanares;2023/02/14 11:36:00;;0;724
Torrejón de la Calzada;2023/02/14 11:36:00;;199,07;1492
Estremera;2023/02/14 11:36:00;;0;552
Corpa;2023/02/14 11:36:00;;0;480
Meco;2023/02/14 11:36:00;;243,07;838
Madarcos;2023/02/14 11:36:00;;0;783
Zarzalejo;2023/02/14 11:36:00;;237,53;1837
Arganda del Rey;2023/02/14 11:36:00;;49,23;148
Collado Mediano;2023/02/14 11:36:00;;0;468
Daganzo de Arriba;2023/02/14 11:36:00;;316,46;534
Manzanares El Real;2023/02/14 11:36:00;;119,4;822
Buitrago del Lozoya;2023/02/14 11:36:00;;0;278
Valdelaguna;2023/02/14 11:36:00;;0;1570
Valdepiélagos;2023/02/14 11:36:00;;0;1631
Casarrubuelos;2023/02/14 11:36:00;;0;360
Miraflores de la Sierra;2023/02/14 11:36:00;;144,4;856
Paracuellos de Jarama;2023/02/14 11:36:00;;67,05;1049
El Vellón;2023/02/14 11:36:00;;0;1684
Lozoya;2023/02/14 11:36:00;;0;761
Collado Villalba;2023/02/14 11:36:00;13;98,65;474
Colmenarejo;2023/02/14 11:36:00;;180,94;442
Villavieja del Lozoya;2023/02/14 11:36:00;;0;1821
Prádena del Rincón;2023/02/14 11:36:00;;0;1179
La Cabrera;2023/02/14 11:36:00;;156,25;301
Sevilla la Nueva;2023/02/14 11:36:00;;134,68;1415
La Acebeda;2023/02/14 11:36:00;;2941,18;14
Redueña;2023/02/14 11:36:00;;0;1219
Robledillo de la Jara;2023/02/14 11:36:00;;0;1245
La Serna del Monte;2023/02/14 11:36:00;;0;1381
Colmenar de Oreja;2023/02/14 11:36:00;;143,4;437
Rozas de Puerto Real;2023/02/14 11:36:00;;0;1283
Valdemanco;2023/02/14 11:36:00;;387,6;1586
Brunete;2023/02/14 11:36:00;;53,53;262
Titulcia;2023/02/14 11:36:00;;0;1473
Villa del Prado;2023/02/14 11:36:00;;0;1718
Lozoyuela-Navas-Sieteiglesias;2023/02/14 11:36:00;;0;9015
Quijorna;2023/02/14 11:36:00;;0;1198
Valdemoro;2023/02/14 11:36:00;47;428,05;1610
Tres Cantos;2023/02/14 11:36:00;;49,73;9036
Torrelaguna;2023/02/14 11:36:00;;184,5;1512
Rivas-Vaciamadrid;2023/02/14 11:36:00;12;87,39;1230
El Atazar;2023/02/14 11:36:00;;0;164
Pedrezuela;2023/02/14 11:36:00;;0;1087
Santa María de la Alameda;2023/02/14 11:36:00;;0;1356
Horcajuelo de la Sierra;2023/02/14 11:36:00;;0;719
Arroyomolinos;2023/02/14 11:36:00;6;186,68;151
Moralzarzal;2023/02/14 11:36:00;;119,28;908
Canencia;2023/02/14 11:36:00;;0;344
Villarejo de Salvanés;2023/02/14 11:36:00;;0;1809
Serranillos del Valle;2023/02/14 11:36:00;;265,6;1408
Villaviciosa de Odón;2023/02/14 11:36:00;;13,56;1816
Camarma de Esteruelas;2023/02/14 11:36:00;;80,97;323
Robledo de Chavela;2023/02/14 11:36:00;;85,25;1258
Patones;2023/02/14 11:36:00;;1069,52;1071
Navalagamella;2023/02/14 11:36:00;;0;954
Rascafría;2023/02/14 11:36:00;;0;1202
El Boalo;2023/02/14 11:36:00;;215,05;231
Majadahonda;2023/02/14 11:36:00;10;61,35;800
Batres;2023/02/14 11:36:00;;0;170
Alcobendas;2023/02/14 11:36:00;23;89,3;66
Alcalá de Henares;2023/02/14 11:36:00;86;177,71;53
Colmenar Viejo;2023/02/14 11:36:00;;19,92;455
San Fernando de Henares;2023/02/14 11:36:00;11;123,6;1300
Villalbilla;2023/02/14 11:36:00;;89,53;1723
El Escorial;2023/02/14 11:36:00;;23,69;549
Colmenar del Arroyo;2023/02/14 11:36:00;;0;421
Torrejón de Ardoz;2023/02/14 11:36:00;13;47,9;1489
Piñuécar-Gandullas;2023/02/14 11:36:00;;0;1147
Brea de Tajo;2023/02/14 11:36:00;;537,63;259
El Molar;2023/02/14 11:36:00;;63,49;869
Belmonte de Tajo;2023/02/14 11:36:00;;236,97;199
Torres de la Alameda;2023/02/14 11:36:00;;192,55;1548
Somosierra;2023/02/14 11:36:00;;0;1436
Alpedrete;2023/02/14 11:36:00;;103,81;105
Orusco de Tajuña;2023/02/14 11:36:00;;289,86;1028
La Hiruela;2023/02/14 11:36:00;;0;698
Cervera de Buitrago;2023/02/14 11:36:00;;0;395
Getafe;2023/02/14 11:36:00;52;115,95;650
Ribatejada;2023/02/14 11:36:00;;0;1224
Villaconejos;2023/02/14 11:36:00;;0;1701
Valdetorres de Jarama;2023/02/14 11:36:00;;0;1646
Pozuelo de Alarcón;2023/02/14 11:36:00;16;76,64;1150
Madrid-Retiro;2023/02/07 10:36:00;17;43,47;79603
Madrid-Salamanca;2023/02/07 10:36:00;11;24,89;79604
Madrid-Centro;2023/02/07 10:36:00;17;56,74;79601
Madrid-Arganzuela;2023/02/07 10:36:00;19;46,13;79602
Madrid-Chamartín;2023/02/07 10:36:00;12;27,68;79605
Madrid-Tetuán;2023/02/07 10:36:00;18;45,19;79606
Madrid-Chamberí;2023/02/07 10:36:00;18;42,57;79607
Madrid-Fuencarral-El Pardo;2023/02/07 10:36:00;40;60,76;79608
Madrid-Moncloa-Aravaca;2023/02/07 10:36:00;22;64,6;79609
Madrid-Latina;2023/02/07 10:36:00;36;49,87;79610
Madrid-Carabanchel;2023/02/07 10:36:00;45;72,37;79611
Madrid-Usera;2023/02/07 10:36:00;14;44,76;79612
Madrid-Puente de Vallecas;2023/02/07 10:36:00;44;76,92;79613
Madrid-San Blas - Canillejas;2023/02/07 10:36:00;14;36,95;79620
Madrid-Barajas;2023/02/07 10:36:00;12;103,78;79621
Madrid-Moratalaz;2023/02/07 10:36:00;29;93,89;79614
Madrid-Ciudad Lineal;2023/02/07 10:36:00;42;66,3;79615
Madrid-Hortaleza;2023/02/07 10:36:00;32;68,62;79616
Madrid-Villaverde;2023/02/07 10:36:00;9;26,43;79617
Madrid-Villa de Vallecas;2023/02/07 10:36:00;12;59,76;79618
Madrid-Vicálvaro;2023/02/07 10:36:00;14;96,8;79619
Alcorcón;2023/02/07 10:36:00;38;81,74;72
Navalcarnero;2023/02/07 10:36:00;;0;967
San Agustín del Guadalix;2023/02/07 10:36:00;;193,61;1296
Las Rozas de Madrid;2023/02/07 10:36:00;11;58,7;1277
Moraleja de Enmedio;2023/02/07 10:36:00;;96,99;894
Valdaracete;2023/02/07 10:36:00;;0;1551
Pozuelo del Rey;2023/02/07 10:36:00;;0;1163
Puebla de la Sierra;2023/02/07 10:36:00;;0;1185
Perales de Tajuña;2023/02/07 10:36:00;;291,12;1104
Valdemorillo;2023/02/07 10:36:00;;76,54;1603
Navalafuente;2023/02/07 10:36:00;;367,65;941
Velilla de San Antonio;2023/02/07 10:36:00;;0;1678
Villanueva de la Cañada;2023/02/07 10:36:00;;78,55;1760
Villanueva del Pardillo;2023/02/07 10:36:00;;46,34;1776
Nuevo Baztán;2023/02/07 10:36:00;;145,77;1006
Villamantilla;2023/02/07 10:36:00;;0;1757
Villamanta;2023/02/07 10:36:00;;0;1744
Cabanillas de la Sierra;2023/02/07 10:36:00;;0;297
Cenicientos;2023/02/07 10:36:00;;145,56;376
Puentes Viejas;2023/02/07 10:36:00;;0;9020
Aranjuez;2023/02/07 10:36:00;6;44,27;133
Cercedilla;2023/02/07 10:36:00;;0;382
Santorcaz;2023/02/07 10:36:00;;0;1369
Coslada;2023/02/07 10:36:00;16;68,63;493
Morata de Tajuña;2023/02/07 10:36:00;;54,76;915
Robregordo;2023/02/07 10:36:00;;0;1261
Navarredonda y San Mamés;2023/02/07 10:36:00;;0;973
Venturada;2023/02/07 10:36:00;;0;1697
Navacerrada;2023/02/07 10:36:00;;0;936
Montejo de la Sierra;2023/02/07 10:36:00;;0;881
Fresno de Torote;2023/02/07 10:36:00;;0;571
Pinilla del Valle;2023/02/07 10:36:00;;0;1126
Valdemaqueda;2023/02/07 10:36:00;;420,17;1599
Navas del Rey;2023/02/07 10:36:00;;135,87;992
Olmeda de las Fuentes;2023/02/07 10:36:00;;0;1013
Bustarviejo;2023/02/07 10:36:00;;0;284
Becerril de la Sierra;2023/02/07 10:36:00;;219,46;186
Fuenlabrada;2023/02/07 10:36:00;35;80,48;587
Garganta de los Montes;2023/02/07 10:36:00;;0;626
Pinto;2023/02/07 10:36:00;9;95,36;1132
Alameda del Valle;2023/02/07 10:36:00;;0;35
Berzosa del Lozoya;2023/02/07 10:36:00;;0;203
Los Santos de la Humosa;2023/02/07 10:36:00;;0;1375
El Álamo;2023/02/07 10:36:00;;44,27;40
Pelayos de la Presa;2023/02/07 10:36:00;;0;1090
Galapagar;2023/02/07 10:36:00;;14,4;611
Griñón;2023/02/07 10:36:00;;136,12;663
Gargantilla del Lozoya y Pinilla de Buitrago;2023/02/07 10:36:00;;0;632
Aldea del Fresno;2023/02/07 10:36:00;;0;88
Carabaña;2023/02/07 10:36:00;;0;357
Talamanca de Jarama;2023/02/07 10:36:00;;0;1454
Chapinería;2023/02/07 10:36:00;;0;513
Ciempozuelos;2023/02/07 10:36:00;7;140,79;409
Ajalvir;2023/02/07 10:36:00;;0;29
San Lorenzo de El Escorial;2023/02/07 10:36:00;;44,51;1317
Gascones;2023/02/07 10:36:00;;0;647
San Martín de la Vega;2023/02/07 10:36:00;;0;1322
Móstoles;2023/02/07 10:36:00;57;98,71;920
Leganés;2023/02/07 10:36:00;69;132,33;745
Braojos;2023/02/07 10:36:00;;0;246
Cubas de la Sagra;2023/02/07 10:36:00;;0;506
Algete;2023/02/07 10:36:00;;48,43;91
Mejorada del Campo;2023/02/07 10:36:00;;21,5;843
Loeches;2023/02/07 10:36:00;;170,94;758
Parla;2023/02/07 10:36:00;12;52,91;1065
Fuentidueña de Tajo;2023/02/07 10:36:00;;0;604
Ambite;2023/02/07 10:36:00;;595,24;112
Torremocha de Jarama;2023/02/07 10:36:00;;282,49;1533
Anchuelo;2023/02/07 10:36:00;;0;127
Los Molinos;2023/02/07 10:36:00;;81,9;875
Soto del Real;2023/02/07 10:36:00;;0;1441
Valverde de Alcalá;2023/02/07 10:36:00;;0;1662
Fuente el Saz de Jarama;2023/02/07 10:36:00;;0;590
Horcajo de la Sierra-Aoslos;2023/02/07 10:36:00;;0;702
Valdeolmos-Alalpardo;2023/02/07 10:36:00;;303,03;1625
Campo Real;2023/02/07 10:36:00;;0;339
Valdeavero;2023/02/07 10:36:00;;321,54;1564
Villamanrique de Tajo;2023/02/07 10:36:00;;0;1739
Cobeña;2023/02/07 10:36:00;;94,25;416
Fresnedillas de la Oliva;2023/02/07 10:36:00;;304,88;565
Valdilecha;2023/02/07 10:36:00;;327,33;1659
El Berrueco;2023/02/07 10:36:00;;0;210
Pezuela de las Torres;2023/02/07 10:36:00;;0;1111
Villar del Olmo;2023/02/07 10:36:00;;222,72;1795
Guadarrama;2023/02/07 10:36:00;6;156,21;685
San Martín de Valdeiglesias;2023/02/07 10:36:00;12;533,33;1338
Torrelodones;2023/02/07 10:36:00;;20,72;1527
Boadilla del Monte;2023/02/07 10:36:00;;21,94;225
Torrejón de Velasco;2023/02/07 10:36:00;;0;1505
Villanueva de Perales;2023/02/07 10:36:00;;0;1782
Tielmes;2023/02/07 10:36:00;;0;1467
San Sebastián de los Reyes;2023/02/07 10:36:00;32;174,39;1343
Guadalix de la Sierra;2023/02/07 10:36:00;;0;679
Humanes de Madrid;2023/02/07 10:36:00;;70,87;730
Chinchón;2023/02/07 10:36:00;;0;528
Cadalso de los Vidrios;2023/02/07 10:36:00;;0;318
Hoyo de Manzanares;2023/02/07 10:36:00;;0;724
Torrejón de la Calzada;2023/02/07 10:36:00;;265,43;1492
Estremera;2023/02/07 10:36:00;;0;552
Corpa;2023/02/07 10:36:00;;0;480
Meco;2023/02/07 10:36:00;9;437,53;838
Madarcos;2023/02/07 10:36:00;;0;783
Zarzalejo;2023/02/07 10:36:00;;712,59;1837
Arganda del Rey;2023/02/07 10:36:00;;29,54;148
Collado Mediano;2023/02/07 10:36:00;;0;468
Daganzo de Arriba;2023/02/07 10:36:00;;237,34;534
Manzanares El Real;2023/02/07 10:36:00;;59,7;822
Buitrago del Lozoya;2023/02/07 10:36:00;;0;278
Valdelaguna;2023/02/07 10:36:00;;0;1570
Valdepiélagos;2023/02/07 10:36:00;;0;1631
Casarrubuelos;2023/02/07 10:36:00;;0;360
Miraflores de la Sierra;2023/02/07 10:36:00;;72,2;856
Paracuellos de Jarama;2023/02/07 10:36:00;;33,52;1049
El Vellón;2023/02/07 10:36:00;;0;1684
Lozoya;2023/02/07 10:36:00;;0;761
Collado Villalba;2023/02/07 10:36:00;;37,94;474
Colmenarejo;2023/02/07 10:36:00;;0;442
Villavieja del Lozoya;2023/02/07 10:36:00;;0;1821
Prádena del Rincón;2023/02/07 10:36:00;;0;1179
La Cabrera;2023/02/07 10:36:00;;156,25;301
Sevilla la Nueva;2023/02/07 10:36:00;;67,34;1415
La Acebeda;2023/02/07 10:36:00;;0;14
Redueña;2023/02/07 10:36:00;;0;1219
Robledillo de la Jara;2023/02/07 10:36:00;;0;1245
La Serna del Monte;2023/02/07 10:36:00;;0;1381
Colmenar de Oreja;2023/02/07 10:36:00;6;286,81;437
Rozas de Puerto Real;2023/02/07 10:36:00;;0;1283
Valdemanco;2023/02/07 10:36:00;;0;1586
Brunete;2023/02/07 10:36:00;;53,53;262
Titulcia;2023/02/07 10:36:00;;0;1473
Villa del Prado;2023/02/07 10:36:00;;63,05;1718
Lozoyuela-Navas-Sieteiglesias;2023/02/07 10:36:00;;276,24;9015
Quijorna;2023/02/07 10:36:00;;0;1198
Valdemoro;2023/02/07 10:36:00;50;455,37;1610
Tres Cantos;2023/02/07 10:36:00;;9,95;9036
Torrelaguna;2023/02/07 10:36:00;;92,25;1512
Rivas-Vaciamadrid;2023/02/07 10:36:00;14;101,95;1230
El Atazar;2023/02/07 10:36:00;;0;164
Pedrezuela;2023/02/07 10:36:00;;528,54;1087
Santa María de la Alameda;2023/02/07 10:36:00;;0;1356
Horcajuelo de la Sierra;2023/02/07 10:36:00;;0;719
Arroyomolinos;2023/02/07 10:36:00;6;186,68;151
Moralzarzal;2023/02/07 10:36:00;;39,76;908
Canencia;2023/02/07 10:36:00;;0;344
Villarejo de Salvanés;2023/02/07 10:36:00;;0;1809
Serranillos del Valle;2023/02/07 10:36:00;;265,6;1408
Villaviciosa de Odón;2023/02/07 10:36:00;;54,25;1816
Camarma de Esteruelas;2023/02/07 10:36:00;;0;323
Robledo de Chavela;2023/02/07 10:36:00;;0;1258
Patones;2023/02/07 10:36:00;;534,76;1071
Navalagamella;2023/02/07 10:36:00;;191,94;954
Rascafría;2023/02/07 10:36:00;;0;1202
El Boalo;2023/02/07 10:36:00;;71,68;231
Majadahonda;2023/02/07 10:36:00;8;49,08;800
Batres;2023/02/07 10:36:00;;0;170
Alcobendas;2023/02/07 10:36:00;26;100,95;66
Alcalá de Henares;2023/02/07 10:36:00;89;183,91;53
Colmenar Viejo;2023/02/07 10:36:00;6;59,77;455
San Fernando de Henares;2023/02/07 10:36:00;9;101,12;1300
Villalbilla;2023/02/07 10:36:00;;44,76;1723
El Escorial;2023/02/07 10:36:00;;47,37;549
Colmenar del Arroyo;2023/02/07 10:36:00;;0;421
Torrejón de Ardoz;2023/02/07 10:36:00;12;44,21;1489
Piñuécar-Gandullas;2023/02/07 10:36:00;;0;1147
Brea de Tajo;2023/02/07 10:36:00;;537,63;259
El Molar;2023/02/07 10:36:00;;0;869
Belmonte de Tajo;2023/02/07 10:36:00;;0;199
Torres de la Alameda;2023/02/07 10:36:00;;256,74;1548
Somosierra;2023/02/07 10:36:00;;0;1436
Alpedrete;2023/02/07 10:36:00;;69,2;105
Orusco de Tajuña;2023/02/07 10:36:00;;0;1028
La Hiruela;2023/02/07 10:36:00;;0;698
Cervera de Buitrago;2023/02/07 10:36:00;;0;395
Getafe;2023/02/07 10:36:00;27;60,21;650
Ribatejada;2023/02/07 10:36:00;;0;1224
Villaconejos;2023/02/07 10:36:00;;0;1701
Valdetorres de Jarama;2023/02/07 10:36:00;;0;1646
Pozuelo de Alarcón;2023/02/07 10:36:00;7;33,53;1150
Madrid-Retiro;2023/01/31 10:43:00;18;46,03;79603
Madrid-Salamanca;2023/01/31 10:43:00;15;33,94;79604
Madrid-Centro;2023/01/31 10:43:00;22;73,43;79601
Madrid-Arganzuela;2023/01/31 10:43:00;24;58,28;79602
Madrid-Chamartín;2023/01/31 10:43:00;23;53,06;79605
Madrid-Tetuán;2023/01/31 10:43:00;27;67,79;79606
Madrid-Chamberí;2023/01/31 10:43:00;19;44,94;79607
Madrid-Fuencarral-El Pardo;2023/01/31 10:43:00;44;66,83;79608
Madrid-Moncloa-Aravaca;2023/01/31 10:43:00;36;105,7;79609
Madrid-Latina;2023/01/31 10:43:00;52;72,03;79610
Madrid-Carabanchel;2023/01/31 10:43:00;37;59,5;79611
Madrid-Usera;2023/01/31 10:43:00;25;79,93;79612
Madrid-Puente de Vallecas;2023/01/31 10:43:00;41;71,68;79613
Madrid-San Blas - Canillejas;2023/01/31 10:43:00;20;52,79;79620
Madrid-Barajas;2023/01/31 10:43:00;13;112,43;79621
Madrid-Moratalaz;2023/01/31 10:43:00;27;87,42;79614
Madrid-Ciudad Lineal;2023/01/31 10:43:00;46;72,61;79615
Madrid-Hortaleza;2023/01/31 10:43:00;47;100,78;79616
Madrid-Villaverde;2023/01/31 10:43:00;18;52,86;79617
